Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Total_Spent,Total_Purchases,Online_Ratio,Store_Ratio,Customer_Tenure_Days,Total_Accepted_Campaigns,Campaign_Response_Flag,Cluster_KMeans,Conversion_Level
Graduation,Married,86111.0,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,63,0,1385,23,0.5,0.4166666666666667,4413.766375545852,0,0,1,Alta Conversão
PhD,Single,68352.0,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,51,1,871,25,0.5,0.34615384615384615,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,41883.0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,37,1,312,12,0.46153846153846156,0.23076923076923078,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,59809.0,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,49,2,877,15,0.375,0.375,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,23957.0,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1,50,1,68,6,0.2857142857142857,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,38547.0,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,44,1,22,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Married,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,52,3,211,16,0.29411764705882354,0.23529411764705882,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,49605.0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,59,0,127,8,0.3333333333333333,0.4444444444444444,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,59354.0,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,72,2,459,16,0.47058823529411764,0.4117647058823529,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,65747.0,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,56,1,460,19,0.45,0.3,4047.0,1,1,2,Média Conversão
2n Cycle,Together,46344.0,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,53,1,429,17,0.4444444444444444,0.2777777777777778,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Alone,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,37,1,89,11,0.25,0.3333333333333333,3892.0,0,0,0,Baixa Conversão
PhD,Together,61010.0,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,73,1,1021,26,0.48148148148148145,0.4074074074074074,4708.0,0,0,1,Alta Conversão
Graduation,Together,69372.0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,76,0,1381,21,0.6363636363636364,0.2727272727272727,4413.766375545852,2,1,2,Média Conversão
Graduation,Single,49967.0,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,67,1,306,15,0.4375,0.3125,4377.0,0,0,0,Baixa Conversão
Graduation,Single,60199.0,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,47,3,18,4,0.0,0.6,4253.0,0,0,0,Baixa Conversão
Graduation,Together,55375.0,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,48,1,162,9,0.2,0.6,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,80317.0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,70,0,1231,18,0.3684210526315789,0.5263157894736842,4413.766375545852,0,0,1,Alta Conversão
Master,Single,30523.0,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,67,3,13,4,0.2,0.4,4589.0,0,0,0,Baixa Conversão
PhD,Married,70356.0,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,80,0,1706,27,0.5714285714285714,0.32142857142857145,4830.0,0,0,1,Alta Conversão
Graduation,Married,23228.0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,41,1,121,11,0.25,0.3333333333333333,4110.0,0,0,0,Baixa Conversão
PhD,Divorced,74165.0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,50,0,1293,20,0.42857142857142855,0.47619047619047616,4591.0,0,0,1,Alta Conversão
PhD,Married,157243.0,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,52,1,1608,37,0.5789473684210527,0.0,4228.0,0,0,1,Alta Conversão
Graduation,Together,43482.0,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,59,3,88,9,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,62551.0,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,72,0,421,18,0.6842105263157895,0.21052631578947367,4413.766375545852,1,1,2,Média Conversão
Graduation,Divorced,52332.0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,66,0,259,12,0.38461538461538464,0.46153846153846156,4413.766375545852,1,1,0,Baixa Conversão
Graduation,Single,66951.0,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,37,0,1117,15,0.4375,0.4375,4554.0,0,0,1,Alta Conversão
Graduation,Together,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,68,2,89,9,0.3,0.3,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,33456.0,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,60,2,36,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,28718.0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,43,1,57,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,50447.0,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,55,2,148,8,0.4444444444444444,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,53537.0,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,66,2,93,8,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,52074.0,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,58,1,119,7,0.5,0.25,4137.0,1,1,0,Baixa Conversão
PhD,Married,80427.0,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,50,1,1835,28,0.6551724137931034,0.27586206896551724,4618.0,0,0,1,Alta Conversão
PhD,Married,83837.0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,77,0,1318,25,0.7307692307692307,0.19230769230769232,4413.766375545852,2,1,2,Média Conversão
PhD,Married,38853.0,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,55,2,45,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,38285.0,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,66,3,10,4,0.0,0.6,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Married,78497.0,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,74,0,978,25,0.46153846153846156,0.46153846153846156,4584.0,1,1,2,Média Conversão
PhD,Married,51650.0,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,49,1,191,10,0.45454545454545453,0.36363636363636365,3922.0,0,0,0,Baixa Conversão
2n Cycle,Married,16248.0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,37,1,57,9,0.3,0.3,3953.0,0,0,0,Baixa Conversão
Master,Married,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,79,0,1033,24,0.4,0.52,4413.766375545852,0,0,1,Alta Conversão
Master,Married,30477.0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,41,1,66,6,0.2857142857142857,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Basic,Married,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,64,0,43,6,0.2857142857142857,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,25271.0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,42,1,50,5,0.3333333333333333,0.3333333333333333,4829.0,0,0,0,Baixa Conversão
PhD,Single,32303.0,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,55,1,39,7,0.125,0.5,4016.0,0,0,0,Baixa Conversão
Graduation,Married,61286.0,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,59,1,608,18,0.42105263157894735,0.42105263157894735,4557.0,0,0,1,Alta Conversão
Graduation,Married,74068.0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,49,0,1581,24,0.56,0.36,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,61,2,68,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Basic,Together,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,47,1,80,5,0.3333333333333333,0.3333333333333333,4709.0,1,1,0,Baixa Conversão
PhD,Together,66973.0,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,36,0,1282,28,0.5172413793103449,0.41379310344827586,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Divorced,36640.0,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,0,125,1,65,6,0.42857142857142855,0.2857142857142857,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,38872.0,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,37,1,91,8,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,51148.0,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,52,2,315,16,0.35294117647058826,0.35294117647058826,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,31353.0,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,48,2,31,6,0.2857142857142857,0.2857142857142857,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,69661.0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,45,0,834,23,0.4166666666666667,0.5,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,80067.0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,71,0,1600,17,0.5555555555555556,0.3333333333333333,4413.766375545852,1,1,2,Média Conversão
Graduation,Married,86718.0,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,71,0,1270,17,0.6111111111111112,0.2777777777777778,4413.766375545852,0,0,1,Alta Conversão
PhD,Single,46854.0,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,52,2,263,15,0.375,0.1875,4413.766375545852,1,1,0,Baixa Conversão
Graduation,Divorced,69142.0,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,73,1,535,19,0.45,0.35,4413.766375545852,1,1,2,Média Conversão
Graduation,Single,75922.0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,57,0,1295,18,0.42105263157894735,0.47368421052631576,4341.0,0,0,1,Alta Conversão
Graduation,Divorced,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,47,1,1150,29,0.5666666666666667,0.3,4413.766375545852,0,0,1,Alta Conversão
PhD,Together,102160.0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,48,0,1240,26,0.5925925925925926,0.37037037037037035,4920.0,3,1,2,Média Conversão
PhD,Single,40637.0,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,60,2,38,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Master,Single,18890.0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,41,0,35,4,0.2,0.4,4677.0,1,1,0,Baixa Conversão
Graduation,Together,29604.0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,37,1,53,5,0.16666666666666666,0.5,4372.0,1,1,0,Baixa Conversão
Master,Divorced,48721.0,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,62,2,293,17,0.3333333333333333,0.2777777777777778,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,59,1,65,6,0.2857142857142857,0.42857142857142855,4013.0,0,0,0,Baixa Conversão
Graduation,Divorced,64497.0,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,71,1,1804,29,0.5,0.3,4679.0,1,1,2,Média Conversão
Graduation,Together,46097.0,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,69,1,241,15,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,77972.0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,71,0,1101,20,0.47619047619047616,0.42857142857142855,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,44377.0,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,57,2,264,19,0.3,0.25,4831.0,0,0,0,Baixa Conversão
Master,Together,46014.0,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,51,2,541,26,0.2962962962962963,0.2962962962962963,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,70951.0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,40,0,1198,17,0.3888888888888889,0.5,4501.0,0,0,1,Alta Conversão
Graduation,Married,41443.0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,48,1,482,20,0.42857142857142855,0.23809523809523808,4227.0,0,0,0,Baixa Conversão
2n Cycle,Single,52195.0,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,47,3,17,4,0.2,0.4,3892.0,0,0,0,Baixa Conversão
Master,Married,83790.0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,77,0,1615,25,0.6923076923076923,0.23076923076923078,4413.766375545852,2,1,2,Média Conversão
Master,Widow,44551.0,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,71,1,285,12,0.38461538461538464,0.38461538461538464,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,69508.0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,45,1,1135,28,0.5172413793103449,0.3793103448275862,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Together,45204.0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,37,1,114,7,0.25,0.5,3923.0,0,0,0,Baixa Conversão
Graduation,Married,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,56,0,1047,16,0.47058823529411764,0.4117647058823529,4413.766375545852,0,0,1,Alta Conversão
PhD,Together,77622.0,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,55,2,714,22,0.391304347826087,0.4782608695652174,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,30732.0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,45,1,185,13,0.35714285714285715,0.2857142857142857,4475.0,0,0,0,Baixa Conversão
Graduation,Divorced,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,63,1,1245,32,0.45454545454545453,0.36363636363636365,4740.0,0,0,1,Alta Conversão
Graduation,Together,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,47,1,189,12,0.3076923076923077,0.3076923076923077,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,49,1,576,16,0.5882352941176471,0.23529411764705882,4413.766375545852,0,0,1,Alta Conversão
Graduation,Divorced,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,73,1,1103,18,0.21052631578947367,0.5789473684210527,4706.0,0,0,1,Alta Conversão
PhD,Married,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,53,0,1753,17,0.4444444444444444,0.4444444444444444,4741.0,0,0,1,Alta Conversão
PhD,Together,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,39,1,17,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,59,2,433,23,0.25,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Divorced,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,63,1,1588,14,0.6,0.26666666666666666,4475.0,1,1,2,Média Conversão
Graduation,Together,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,54,1,22,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,74,0,19,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,60,1,1117,29,0.5,0.36666666666666664,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Married,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,50,1,69,8,0.2222222222222222,0.4444444444444444,4341.0,0,0,0,Baixa Conversão
Master,Together,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,43,1,23,5,0.16666666666666666,0.5,4494.0,0,0,0,Baixa Conversão
PhD,Single,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,67,1,605,19,0.35,0.55,4496.0,0,0,1,Alta Conversão
Graduation,Single,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,52,1,57,11,0.3333333333333333,0.25,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Single,60182.0,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,132,1,22,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Widow,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,57,0,2088,22,0.4782608695652174,0.43478260869565216,4413.766375545852,1,1,2,Média Conversão
Graduation,Together,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,67,1,1009,16,0.5882352941176471,0.23529411764705882,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,54,1,26,5,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,35,0,1627,22,0.5217391304347826,0.391304347826087,4413.766375545852,1,1,2,Média Conversão
Graduation,Married,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,67,1,1102,31,0.5,0.25,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,61,2,17,6,0.14285714285714285,0.42857142857142855,4105.0,0,0,0,Baixa Conversão
Graduation,Married,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,53,1,1690,16,0.47058823529411764,0.35294117647058826,4413.766375545852,3,1,2,Média Conversão
Graduation,Married,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,72,1,1390,21,0.5909090909090909,0.2727272727272727,4352.0,0,0,1,Alta Conversão
PhD,Married,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,37,0,2126,20,0.6666666666666666,0.23809523809523808,4413.766375545852,0,0,1,Alta Conversão
Master,Together,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,56,1,1531,25,0.5769230769230769,0.23076923076923078,4413.766375545852,0,0,1,Alta Conversão
Master,Single,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,50,1,64,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,40,1,26,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,51,0,1112,29,0.5,0.43333333333333335,4472.0,4,1,2,Média Conversão
2n Cycle,Together,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,67,0,210,11,0.3333333333333333,0.4166666666666667,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,58,2,1148,26,0.37037037037037035,0.4074074074074074,4413.766375545852,0,0,1,Alta Conversão
PhD,Single,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,51,1,33,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,64,1,1101,19,0.55,0.25,4413.766375545852,1,1,2,Média Conversão
Graduation,Single,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,61,1,322,16,0.29411764705882354,0.4117647058823529,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,61,2,44,10,0.18181818181818182,0.36363636363636365,4500.0,0,0,0,Baixa Conversão
PhD,Single,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,68,3,17,4,0.2,0.4,4372.0,0,0,0,Baixa Conversão
Graduation,Divorced,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,1,31,6,0.2857142857142857,0.2857142857142857,4678.0,1,1,0,Baixa Conversão
PhD,Divorced,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,57,2,845,25,0.46153846153846156,0.38461538461538464,4413.766375545852,0,0,1,Alta Conversão
Master,Married,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,55,1,275,15,0.3125,0.375,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,47,1,25,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Master,Together,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,73,2,275,17,0.3888888888888889,0.2222222222222222,4535.0,0,0,0,Baixa Conversão
Master,Married,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,59,2,90,11,0.3333333333333333,0.25,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,62,0,1495,19,0.5,0.4,4413.766375545852,1,1,2,Média Conversão
PhD,Married,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,55,2,184,11,0.4166666666666667,0.16666666666666666,4413.766375545852,1,1,0,Baixa Conversão
Graduation,Married,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,55,0,981,13,0.42857142857142855,0.42857142857142855,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,55,1,67,8,0.4444444444444444,0.2222222222222222,4496.0,0,0,0,Baixa Conversão
Graduation,Single,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,72,0,1635,14,0.4666666666666667,0.3333333333333333,4413.766375545852,0,0,1,Alta Conversão
Master,Single,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,42,1,60,10,0.2727272727272727,0.36363636363636365,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,50,1,231,12,0.46153846153846156,0.3076923076923077,4139.0,0,0,0,Baixa Conversão
Graduation,Married,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,65,2,48,10,0.18181818181818182,0.36363636363636365,4076.0,0,0,0,Baixa Conversão
Graduation,Divorced,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,62,2,99,9,0.2,0.4,4443.0,0,0,0,Baixa Conversão
PhD,Together,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,62,1,770,23,0.375,0.5,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,69,0,957,23,0.4583333333333333,0.4166666666666667,4413.766375545852,0,0,1,Alta Conversão
Master,Together,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,44,0,818,12,0.46153846153846156,0.38461538461538464,4413.766375545852,0,0,1,Alta Conversão
PhD,Single,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,39,0,925,17,0.4444444444444444,0.4444444444444444,4561.0,1,1,2,Média Conversão
Master,Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,1,908,22,0.5217391304347826,0.391304347826087,4413.766375545852,0,0,1,Alta Conversão
Basic,Married,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,44,1,102,10,0.2727272727272727,0.36363636363636365,4290.0,0,0,0,Baixa Conversão
Graduation,Together,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,49,1,576,16,0.5882352941176471,0.23529411764705882,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,79,0,317,13,0.35714285714285715,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,51,1,461,15,0.375,0.5,4228.0,0,0,1,Alta Conversão
Master,Married,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,50,2,37,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,51,1,70,7,0.5,0.25,4255.0,0,0,0,Baixa Conversão
